ticker,date,open,high,low,close,volume,volume_pln
KGH.WA,2025-03-27,138.8,138.9,134.5,136.2,996989,135789901.8
KGH.WA,2025-03-28,134.5,135.35,129.85,129.85,1410187,183112781.95
KGH.WA,2025-03-31,128.95,128.95,123.8,125.45,1435224,180048850.8
KGH.WA,2025-04-01,126.75,129.8,126.3,128.25,1126840,144517230
KGH.WA,2025-04-02,128.25,129.1,126.8,127.8,624645,79829631
KGH.WA,2025-04-03,124,125.7,118.25,120.65,1555961,187726694.65
KGH.WA,2025-04-04,119.8,119.8,108.95,109.2,2653617,289774976.4
KGH.WA,2025-04-07,102,110.1,100,107.95,1586168,171226835.6
KGH.WA,2025-04-08,111,111.45,107.55,108.6,1692227,183775852.2
KGH.WA,2025-04-09,105.95,108.9,104.6,106.5,1059734,112861671
KGH.WA,2025-04-10,117.5,118,110,111.4,1650940,183914716
KGH.WA,2025-04-11,112.3,114.05,110.9,111.7,1298335,145024019.5
KGH.WA,2025-04-14,114.1,115.5,113.25,115.2,649187,74786342.4
KGH.WA,2025-04-15,115.2,116.8,112.15,114.15,608480,69457992
KGH.WA,2025-04-16,112,114.7,111.7,114,515370,58752180
KGH.WA,2025-04-17,114,115.35,113.8,114.15,449271,51284284.65
KGH.WA,2025-04-22,114.5,116.95,114.5,116.95,791114,92520782.3
KGH.WA,2025-04-23,121.4,124.5,119.05,123.65,1242858,153679391.7
KGH.WA,2025-04-24,123,125.6,122.1,125.6,735342,92358955.2
KGH.WA,2025-04-25,125.6,126.9,123.65,125.75,753619,94767589.25
KGH.WA,2025-04-28,125.75,126.9,124.5,125.25,667445,83597486.25
KGH.WA,2025-04-29,125.3,126.5,123.75,124.5,549465,68408392.5
KGH.WA,2025-04-30,124.1,124.3,118.7,119.55,1204340,143978847
KGH.WA,2025-05-02,122.9,123.9,121.7,123.05,715018,87982964.9
KGH.WA,2025-05-05,123.2,123.85,122.3,122.85,421414,51770709.9
KGH.WA,2025-05-06,122.95,123.8,120.1,123.45,649835,80222130.75
KGH.WA,2025-05-07,123.5,127.2,122.95,124,856032,106147968
KGH.WA,2025-05-08,123.85,124.6,122.4,124,528561,65541564
KGH.WA,2025-05-09,124.2,126.7,123.65,126.25,720530,90966912.5
KGH.WA,2025-05-12,126.9,132.3,126.85,129.7,1414377,183444696.9
KGH.WA,2025-05-13,130.5,131.25,128.5,129.45,644931,83486317.95
KGH.WA,2025-05-14,130.9,130.9,126.5,127.15,700858,89114094.7
KGH.WA,2025-05-15,127.3,127.5,122.9,123.75,953236,117962955
KGH.WA,2025-05-16,124,125.35,122,123.4,982822,121280234.8
KGH.WA,2025-05-19,122.9,124.7,121.95,124.15,517814,64286608.1
KGH.WA,2025-05-20,124.2,124.7,122.25,123.6,328080,40550688
KGH.WA,2025-05-21,124,124.2,121.9,122.35,411487,50345434.45
KGH.WA,2025-05-22,122.35,126.6,120.85,122.1,912415,111405871.5
KGH.WA,2025-05-23,124,127.3,121.1,123.6,973528,120328060.8
KGH.WA,2025-05-26,126.9,127.6,125.55,127.3,618002,78671654.6
KGH.WA,2025-05-27,127,127.3,124.5,125.85,592270,74537179.5
KGH.WA,2025-05-28,125.6,126.1,124.3,124.65,500074,62334224.1
KGH.WA,2025-05-29,125.5,125.9,122.9,123.45,520883,64303006.35
KGH.WA,2025-05-30,123,123,121.1,122.9,1372428,168671401.2
KGH.WA,2025-06-02,117.75,125.4,117,125.4,706630,88611402
KGH.WA,2025-06-03,124.6,124.75,121.2,122.55,543559,66613155.45
KGH.WA,2025-06-04,123.3,126.7,123.3,126.25,723870,91388587.5
KGH.WA,2025-06-05,127,131.2,125.9,131.2,1633066,214258259.2
KGH.WA,2025-06-06,131.1,131.15,127,128.15,774584,99262939.6
KGH.WA,2025-06-09,128.2,129.8,127.95,129.35,428810,55466573.5
KGH.WA,2025-06-10,128.3,130.9,128.3,129.6,702927,91099339.2
KGH.WA,2025-06-11,129.6,130,127.85,128.3,756699,97084481.7
KGH.WA,2025-06-12,127.8,128.15,124.75,126.1,520442,65627736.2
KGH.WA,2025-06-13,125,125.65,123.4,123.85,509723,63129193.55
KGH.WA,2025-06-16,124.35,126.75,123.95,125.15,484033,60576729.95
KGH.WA,2025-06-17,125,125.15,123.1,123.45,465469,57462148.05
KGH.WA,2025-06-18,123.8,124.8,122.35,122.65,512129,62812621.85
KGH.WA,2025-06-20,122.65,122.85,121.5,121.75,1149805,139988758.75
KGH.WA,2025-06-23,122,122.7,119.5,120.5,554710,66842555
KGH.WA,2025-06-24,123,125.3,123,124.8,541089,67527907.2
KGH.WA,2025-06-25,125.25,125.7,123.65,123.8,348818,43183668.4
KGH.WA,2025-06-26,124.65,130,124.6,130,1083298,140828740
KGH.WA,2025-06-27,130,131.75,127,129,681046,87854934
KGH.WA,2025-06-30,130.1,131,128.3,128.9,458871,59148471.9
KGH.WA,2025-07-01,128.2,130.65,128.2,129.35,833224,107777524.4
